hour,hour_sin,hour_cos,day_of_week,day_sin,day_cos,month,month_sin,month_cos,is_weekend,road_type,city_zone,weather_condition,temperature_c,vehicle_count,average_speed_kmh,signal_cycle_time,road_capacity_utilization,incident_reported,school_zone,construction_zone,public_event_nearby,congestion_level
4,0.86603,0.5,1,0.78183,0.62349,11,-0.5,0.86603,0,local,residential,clear,20.42,389,40.5,40.2,0.2786,0,1,0,0,low
5,0.96593,0.25882,6,-0.78183,0.62349,8,-0.86603,-0.5,1,arterial,suburban,clear,30.89,474,49.62,143.1,0.2073,0,0,0,0,moderate
2,0.5,0.86603,1,0.78183,0.62349,3,1.0,0.0,0,expressway,CBD,clear,18.72,924,120.39,98.7,0.0,0,0,0,0,low
16,-0.86603,-0.5,0,0.0,1.0,1,0.5,0.86603,0,highway,residential,rain,14.68,6316,80.0,79.3,1.0,0,0,0,0,severe
12,0.0,-1.0,2,0.97493,-0.22252,1,0.5,0.86603,0,arterial,residential,clear,10.08,1932,56.39,115.0,0.9468,1,0,0,0,severe
5,0.96593,0.25882,6,-0.78183,0.62349,3,1.0,0.0,1,arterial,suburban,rain,12.83,0,59.9,145.3,0.2136,0,0,0,1,low
10,0.5,-0.86603,6,-0.78183,0.62349,2,0.86603,0.5,1,expressway,suburban,clear,7.86,1397,123.76,53.3,0.5042,0,0,0,0,moderate
14,-0.5,-0.86603,4,-0.43388,-0.90097,4,0.86603,-0.5,0,expressway,residential,snow,23.12,1027,27.86,116.2,0.6935,0,0,0,0,severe
12,0.0,-1.0,2,0.97493,-0.22252,7,-0.5,-0.86603,0,arterial,airport,clear,30.35,1346,62.06,148.5,0.8896,0,0,0,0,severe
16,-0.86603,-0.5,0,0.0,1.0,12,-0.0,1.0,0,expressway,residential,snow,14.37,8800,59.76,109.5,1.0,0,0,0,0,severe
3,0.70711,0.70711,4,-0.43388,-0.90097,7,-0.5,-0.86603,0,arterial,residential,rain,25.57,903,59.22,81.7,0.3271,0,0,0,0,low
21,-0.70711,0.70711,1,0.78183,0.62349,7,-0.5,-0.86603,0,arterial,airport,clear,36.09,1629,39.24,59.8,0.9163,0,0,0,0,severe
13,-0.25882,-0.96593,4,-0.43388,-0.90097,5,0.5,-0.86603,0,local,industrial,fog,24.15,965,14.8,40.0,1.0,0,0,0,0,severe
20,-0.86603,0.5,3,0.43388,-0.90097,1,0.5,0.86603,0,highway,residential,rain,7.63,3322,79.37,99.9,0.8448,0,0,0,0,severe
23,-0.25882,0.96593,4,-0.43388,-0.90097,2,0.86603,0.5,0,highway,CBD,clear,2.63,979,111.33,87.6,0.3964,0,0,0,0,moderate
1,0.25882,0.96593,0,0.0,1.0,3,1.0,0.0,0,local,residential,clear,14.76,0,39.53,86.6,0.2209,0,1,0,1,low
21,-0.70711,0.70711,4,-0.43388,-0.90097,9,-1.0,-0.0,0,highway,industrial,clear,20.91,2943,57.86,89.2,0.7673,0,0,0,0,severe
0,0.0,1.0,5,-0.97493,-0.22252,8,-0.86603,-0.5,1,highway,CBD,snow,30.8,707,69.64,156.6,0.0743,0,0,0,0,low
5,0.96593,0.25882,6,-0.78183,0.62349,4,0.86603,-0.5,1,highway,residential,clear,16.17,0,58.24,137.8,0.0637,0,0,0,0,low
14,-0.5,-0.86603,6,-0.78183,0.62349,1,0.5,0.86603,1,arterial,CBD,clear,5.72,3080,115.78,153.4,0.6376,0,0,0,0,high
21,-0.70711,0.70711,2,0.97493,-0.22252,5,0.5,-0.86603,0,local,CBD,rain,30.19,472,27.57,126.5,0.9532,0,0,1,1,severe
19,-0.96593,0.25882,4,-0.43388,-0.90097,8,-0.86603,-0.5,0,local,residential,snow,25.14,7256,50.76,75.0,1.0,0,0,0,0,severe
2,0.5,0.86603,0,0.0,1.0,7,-0.5,-0.86603,0,local,suburban,clear,29.92,251,33.64,111.4,0.3011,0,0,1,0,low
11,0.25882,-0.96593,1,0.78183,0.62349,9,-1.0,-0.0,0,highway,industrial,clear,26.62,1908,103.35,59.5,0.6978,0,0,0,0,severe
0,0.0,1.0,3,0.43388,-0.90097,6,0.0,-1.0,0,expressway,CBD,fog,36.71,647,89.24,115.4,0.2602,0,0,0,0,low
12,0.0,-1.0,2,0.97493,-0.22252,4,0.86603,-0.5,0,arterial,industrial,clear,15.97,2646,52.35,146.1,1.0,0,1,0,0,severe
5,0.96593,0.25882,5,-0.97493,-0.22252,8,-0.86603,-0.5,1,expressway,suburban,clear,31.83,1433,132.67,127.9,0.2315,0,1,0,0,low
4,0.86603,0.5,1,0.78183,0.62349,1,0.5,0.86603,0,arterial,industrial,clear,4.75,115,54.08,158.3,0.3056,0,0,1,0,low
18,-1.0,-0.0,5,-0.97493,-0.22252,1,0.5,0.86603,1,highway,CBD,snow,7.86,5671,69.03,149.9,0.9827,0,0,0,0,severe
23,-0.25882,0.96593,4,-0.43388,-0.90097,5,0.5,-0.86603,0,arterial,CBD,clear,25.4,541,70.33,121.1,0.1366,0,0,0,0,moderate
1,0.25882,0.96593,5,-0.97493,-0.22252,7,-0.5,-0.86603,1,expressway,airport,fog,34.84,1481,118.08,89.0,0.2867,0,0,0,1,low
11,0.25882,-0.96593,5,-0.97493,-0.22252,1,0.5,0.86603,1,expressway,CBD,clear,11.12,3781,110.7,132.2,0.7926,0,0,0,0,severe
7,0.96593,-0.25882,3,0.43388,-0.90097,6,0.0,-1.0,0,highway,residential,fog,27.95,8523,83.32,67.0,0.9847,0,1,0,0,severe
10,0.5,-0.86603,5,-0.97493,-0.22252,12,-0.0,1.0,1,arterial,airport,storm,8.4,1413,31.9,140.3,0.7123,1,0,0,0,severe
22,-0.5,0.86603,5,-0.97493,-0.22252,7,-0.5,-0.86603,1,expressway,industrial,fog,32.45,0,85.53,77.3,0.1722,0,0,0,0,moderate
9,0.70711,-0.70711,1,0.78183,0.62349,9,-1.0,-0.0,0,local,suburban,fog,27.09,2366,38.81,47.0,0.9465,0,1,0,0,severe
21,-0.70711,0.70711,4,-0.43388,-0.90097,7,-0.5,-0.86603,0,arterial,CBD,rain,29.04,870,51.82,118.3,0.5923,0,0,0,0,high
5,0.96593,0.25882,3,0.43388,-0.90097,5,0.5,-0.86603,0,local,suburban,clear,17.03,25,36.76,64.3,0.244,0,0,0,0,low
20,-0.86603,0.5,0,0.0,1.0,2,0.86603,0.5,0,arterial,industrial,storm,12.6,1603,25.38,147.8,0.8119,0,0,1,0,severe
3,0.70711,0.70711,5,-0.97493,-0.22252,8,-0.86603,-0.5,1,local,suburban,clear,32.38,416,33.19,63.9,0.1866,0,0,0,0,low
2,0.5,0.86603,0,0.0,1.0,11,-0.5,0.86603,0,arterial,airport,fog,19.3,259,47.58,128.3,0.0452,0,0,0,0,low
5,0.96593,0.25882,4,-0.43388,-0.90097,2,0.86603,0.5,0,expressway,residential,rain,10.48,820,101.77,75.7,0.2805,0,1,0,0,moderate
13,-0.25882,-0.96593,4,-0.43388,-0.90097,1,0.5,0.86603,0,arterial,CBD,clear,12.44,2862,39.67,56.6,1.0,0,1,1,0,severe
19,-0.96593,0.25882,5,-0.97493,-0.22252,10,-0.86603,0.5,1,highway,industrial,snow,20.15,4860,55.31,86.4,1.0,0,1,0,0,severe
5,0.96593,0.25882,5,-0.97493,-0.22252,7,-0.5,-0.86603,1,arterial,residential,clear,36.71,434,59.38,97.8,0.1031,1,0,0,0,low
23,-0.25882,0.96593,6,-0.78183,0.62349,7,-0.5,-0.86603,1,arterial,CBD,clear,34.12,36,59.09,120.6,0.2825,0,0,0,0,low
8,0.86603,-0.5,0,0.0,1.0,9,-1.0,-0.0,0,highway,residential,clear,23.61,6515,80.68,91.7,0.9459,1,0,0,0,severe
9,0.70711,-0.70711,3,0.43388,-0.90097,4,0.86603,-0.5,0,highway,CBD,clear,21.82,5842,99.85,68.9,0.9615,0,0,0,0,severe
15,-0.70711,-0.70711,6,-0.78183,0.62349,1,0.5,0.86603,1,highway,CBD,clear,5.43,2997,117.56,63.9,0.7568,1,0,0,0,severe
17,-0.96593,-0.25882,2,0.97493,-0.22252,7,-0.5,-0.86603,0,local,industrial,clear,25.4,7596,111.83,163.6,0.9967,0,0,0,0,severe
15,-0.70711,-0.70711,3,0.43388,-0.90097,12,-0.0,1.0,0,expressway,industrial,fog,14.08,2946,92.28,111.1,0.9133,0,0,1,0,severe
3,0.70711,0.70711,0,0.0,1.0,1,0.5,0.86603,0,expressway,industrial,fog,8.75,628,113.03,66.8,0.1641,0,1,0,0,low
23,-0.25882,0.96593,1,0.78183,0.62349,8,-0.86603,-0.5,0,local,airport,rain,32.08,644,43.08,121.6,0.2714,0,1,0,1,moderate
1,0.25882,0.96593,1,0.78183,0.62349,6,0.0,-1.0,0,arterial,residential,rain,28.28,386,63.38,148.5,0.1452,0,0,0,0,low
3,0.70711,0.70711,6,-0.78183,0.62349,4,0.86603,-0.5,1,highway,industrial,fog,21.27,1411,93.95,58.3,0.1947,0,0,0,0,moderate
17,-0.96593,-0.25882,3,0.43388,-0.90097,6,0.0,-1.0,0,highway,CBD,clear,27.02,7737,102.79,88.2,0.9659,0,0,1,0,high
14,-0.5,-0.86603,4,-0.43388,-0.90097,8,-0.86603,-0.5,0,arterial,industrial,clear,33.04,1141,56.14,114.9,0.9401,0,0,0,0,severe
17,-0.96593,-0.25882,6,-0.78183,0.62349,9,-1.0,-0.0,1,highway,industrial,snow,30.34,5433,64.9,116.3,1.0,0,0,0,0,severe
5,0.96593,0.25882,2,0.97493,-0.22252,1,0.5,0.86603,0,expressway,CBD,storm,11.59,623,28.85,157.8,0.2022,0,0,0,0,low
1,0.25882,0.96593,0,0.0,1.0,7,-0.5,-0.86603,0,local,suburban,clear,31.29,88,38.68,117.6,0.1802,0,0,1,0,low
23,-0.25882,0.96593,0,0.0,1.0,3,1.0,0.0,0,highway,CBD,clear,11.37,0,50.61,138.2,0.1336,0,0,0,0,low
18,-1.0,-0.0,5,-0.97493,-0.22252,10,-0.86603,0.5,1,arterial,industrial,rain,18.12,1561,34.51,81.0,1.0,0,0,0,0,severe
9,0.70711,-0.70711,4,-0.43388,-0.90097,12,-0.0,1.0,0,local,suburban,storm,9.02,1272,33.79,129.4,1.0,1,0,0,0,severe
17,-0.96593,-0.25882,5,-0.97493,-0.22252,12,-0.0,1.0,1,arterial,CBD,storm,4.97,3195,28.2,85.2,0.9006,0,0,0,0,severe
20,-0.86603,0.5,4,-0.43388,-0.90097,1,0.5,0.86603,0,expressway,CBD,clear,8.08,3488,50.75,64.3,0.8888,0,0,0,0,severe
5,0.96593,0.25882,6,-0.78183,0.62349,6,0.0,-1.0,1,highway,suburban,storm,23.19,758,71.43,127.4,0.215,0,0,0,0,severe
1,0.25882,0.96593,0,0.0,1.0,11,-0.5,0.86603,0,arterial,industrial,clear,19.72,542,69.02,164.7,0.3283,0,0,0,0,moderate
17,-0.96593,-0.25882,4,-0.43388,-0.90097,7,-0.5,-0.86603,0,expressway,CBD,fog,38.09,9759,77.07,145.9,1.0,0,0,0,0,severe
18,-1.0,-0.0,6,-0.78183,0.62349,12,-0.0,1.0,1,arterial,residential,snow,9.14,3804,32.3,95.9,0.8764,0,0,0,0,severe
23,-0.25882,0.96593,2,0.97493,-0.22252,11,-0.5,0.86603,0,expressway,residential,rain,14.27,0,28.87,73.3,0.147,0,0,0,0,moderate
13,-0.25882,-0.96593,4,-0.43388,-0.90097,12,-0.0,1.0,0,local,airport,clear,10.67,1218,40.91,87.8,0.9226,0,0,0,0,severe
14,-0.5,-0.86603,4,-0.43388,-0.90097,2,0.86603,0.5,0,local,suburban,snow,9.22,1091,47.6,150.1,1.0,0,0,1,0,severe
16,-0.86603,-0.5,3,0.43388,-0.90097,10,-0.86603,0.5,0,highway,residential,snow,15.92,2897,46.77,81.5,0.9369,0,0,0,0,severe
2,0.5,0.86603,2,0.97493,-0.22252,12,-0.0,1.0,0,local,CBD,clear,3.16,261,27.1,149.4,0.238,0,0,0,0,low
15,-0.70711,-0.70711,2,0.97493,-0.22252,2,0.86603,0.5,0,expressway,residential,storm,5.88,4165,48.7,132.9,0.7865,0,0,0,0,severe
6,1.0,0.0,4,-0.43388,-0.90097,1,0.5,0.86603,0,local,residential,storm,13.41,258,29.53,165.2,0.7829,0,0,0,0,moderate
13,-0.25882,-0.96593,0,0.0,1.0,2,0.86603,0.5,0,expressway,CBD,clear,16.38,5509,110.02,156.4,0.9469,0,0,0,0,severe
15,-0.70711,-0.70711,6,-0.78183,0.62349,3,1.0,0.0,1,local,CBD,storm,11.82,244,28.22,141.8,0.8457,1,1,1,0,severe
23,-0.25882,0.96593,6,-0.78183,0.62349,6,0.0,-1.0,1,expressway,suburban,rain,29.83,388,90.85,54.1,0.161,0,0,0,0,low
17,-0.96593,-0.25882,2,0.97493,-0.22252,8,-0.86603,-0.5,0,local,industrial,clear,26.06,955,38.01,157.9,1.0,0,0,0,0,severe
15,-0.70711,-0.70711,2,0.97493,-0.22252,3,1.0,0.0,0,highway,suburban,fog,12.57,2769,81.89,63.8,0.7902,0,0,1,0,high
11,0.25882,-0.96593,3,0.43388,-0.90097,11,-0.5,0.86603,0,expressway,CBD,clear,9.95,4520,103.93,126.5,0.9533,0,0,1,0,severe
16,-0.86603,-0.5,2,0.97493,-0.22252,10,-0.86603,0.5,0,arterial,suburban,snow,18.95,4119,30.8,59.8,0.988,1,0,0,0,severe
15,-0.70711,-0.70711,2,0.97493,-0.22252,6,0.0,-1.0,0,highway,residential,snow,26.92,2084,98.1,113.5,0.6458,0,0,0,0,severe
18,-1.0,-0.0,6,-0.78183,0.62349,12,-0.0,1.0,1,expressway,industrial,clear,4.0,4712,98.26,54.9,0.9369,0,0,0,0,severe
17,-0.96593,-0.25882,6,-0.78183,0.62349,4,0.86603,-0.5,1,highway,CBD,rain,15.41,4318,81.63,93.8,1.0,0,1,0,0,severe
15,-0.70711,-0.70711,3,0.43388,-0.90097,5,0.5,-0.86603,0,highway,industrial,rain,22.56,3102,91.26,141.8,0.812,0,0,0,0,severe
15,-0.70711,-0.70711,5,-0.97493,-0.22252,6,0.0,-1.0,1,local,residential,clear,18.43,757,47.37,91.6,0.6118,0,0,0,0,high
0,0.0,1.0,2,0.97493,-0.22252,9,-1.0,-0.0,0,highway,industrial,clear,30.19,1038,111.19,55.7,0.2841,0,0,0,0,low
5,0.96593,0.25882,0,0.0,1.0,9,-1.0,-0.0,0,local,industrial,clear,23.45,625,111.28,72.4,0.1236,0,1,0,0,low
13,-0.25882,-0.96593,4,-0.43388,-0.90097,7,-0.5,-0.86603,0,expressway,CBD,clear,27.2,4727,106.03,60.1,1.0,0,0,0,0,severe
7,0.96593,-0.25882,6,-0.78183,0.62349,5,0.5,-0.86603,1,highway,industrial,clear,21.91,4181,102.07,119.4,1.0,0,0,0,0,severe
22,-0.5,0.86603,1,0.78183,0.62349,6,0.0,-1.0,0,arterial,residential,rain,29.24,219,49.12,82.3,0.2227,0,1,0,0,moderate
4,0.86603,0.5,0,0.0,1.0,2,0.86603,0.5,0,expressway,airport,clear,10.36,339,124.58,164.3,0.07,0,0,0,0,low
17,-0.96593,-0.25882,4,-0.43388,-0.90097,10,-0.86603,0.5,0,expressway,industrial,rain,22.08,9910,81.8,121.6,0.9346,0,1,0,0,severe
11,0.25882,-0.96593,1,0.78183,0.62349,7,-0.5,-0.86603,0,local,CBD,fog,34.46,3383,86.19,125.8,0.9951,0,0,0,0,severe
11,0.25882,-0.96593,4,-0.43388,-0.90097,11,-0.5,0.86603,0,highway,suburban,snow,18.85,2819,108.89,143.8,0.7537,0,1,0,0,severe
18,-1.0,-0.0,1,0.78183,0.62349,12,-0.0,1.0,0,highway,airport,clear,10.37,6195,84.14,94.4,0.8585,0,0,0,0,severe
4,0.86603,0.5,4,-0.43388,-0.90097,12,-0.0,1.0,0,expressway,residential,clear,5.14,1086,111.65,156.3,0.2714,0,0,0,0,moderate
14,-0.5,-0.86603,4,-0.43388,-0.90097,8,-0.86603,-0.5,0,highway,industrial,clear,21.66,3294,92.28,149.6,0.9165,0,0,1,0,severe
9,0.70711,-0.70711,2,0.97493,-0.22252,10,-0.86603,0.5,0,arterial,CBD,fog,18.6,3801,48.99,49.5,0.9918,0,1,0,0,severe
12,0.0,-1.0,1,0.78183,0.62349,1,0.5,0.86603,0,arterial,airport,rain,12.22,2459,36.16,113.9,0.9583,0,0,0,0,severe
21,-0.70711,0.70711,5,-0.97493,-0.22252,6,0.0,-1.0,1,expressway,CBD,storm,23.95,2458,55.7,116.7,0.5334,0,0,0,0,severe
20,-0.86603,0.5,5,-0.97493,-0.22252,12,-0.0,1.0,1,highway,CBD,storm,15.78,2035,102.78,149.6,0.6724,0,0,0,0,severe
12,0.0,-1.0,3,0.43388,-0.90097,5,0.5,-0.86603,0,highway,suburban,snow,22.28,4520,82.66,83.0,1.0,0,0,0,0,severe
17,-0.96593,-0.25882,1,0.78183,0.62349,1,0.5,0.86603,0,arterial,airport,clear,8.35,7641,61.1,141.6,0.9753,0,0,0,1,severe
10,0.5,-0.86603,2,0.97493,-0.22252,6,0.0,-1.0,0,arterial,CBD,clear,29.8,1205,44.93,159.7,0.7382,0,0,0,0,high
5,0.96593,0.25882,0,0.0,1.0,6,0.0,-1.0,0,expressway,residential,rain,38.26,655,94.8,89.2,0.1438,0,0,0,0,low
0,0.0,1.0,1,0.78183,0.62349,10,-0.86603,0.5,0,expressway,industrial,snow,20.66,455,63.61,70.3,0.2071,0,1,0,0,low
8,0.86603,-0.5,6,-0.78183,0.62349,9,-1.0,-0.0,1,highway,CBD,rain,21.56,5913,86.7,87.9,1.0,0,0,0,0,severe
23,-0.25882,0.96593,3,0.43388,-0.90097,4,0.86603,-0.5,0,expressway,airport,fog,7.53,825,88.17,147.4,0.1081,0,0,0,0,low
6,1.0,0.0,6,-0.78183,0.62349,4,0.86603,-0.5,1,local,suburban,fog,19.56,170,24.66,165.5,0.8657,0,0,0,0,severe
8,0.86603,-0.5,1,0.78183,0.62349,6,0.0,-1.0,0,highway,residential,clear,29.49,7291,101.04,147.0,1.0,0,0,0,0,severe
9,0.70711,-0.70711,6,-0.78183,0.62349,12,-0.0,1.0,1,highway,residential,rain,8.0,552,33.29,93.2,1.0,0,0,0,0,severe
19,-0.96593,0.25882,4,-0.43388,-0.90097,6,0.0,-1.0,0,arterial,CBD,fog,34.58,3176,30.67,154.7,0.9922,0,0,0,0,severe
18,-1.0,-0.0,4,-0.43388,-0.90097,11,-0.5,0.86603,0,expressway,residential,clear,10.73,3330,60.82,77.8,0.9695,0,1,0,0,high
19,-0.96593,0.25882,5,-0.97493,-0.22252,5,0.5,-0.86603,1,highway,airport,rain,28.02,6524,84.29,166.3,1.0,1,0,0,0,severe
20,-0.86603,0.5,0,0.0,1.0,9,-1.0,-0.0,0,local,suburban,clear,25.74,890,34.95,175.0,0.7743,0,0,0,0,high
16,-0.86603,-0.5,2,0.97493,-0.22252,6,0.0,-1.0,0,arterial,industrial,clear,26.93,4057,48.41,81.2,0.9788,0,0,0,0,severe
1,0.25882,0.96593,1,0.78183,0.62349,5,0.5,-0.86603,0,arterial,CBD,storm,28.36,413,24.41,157.8,0.0928,0,0,1,0,moderate
0,0.0,1.0,5,-0.97493,-0.22252,12,-0.0,1.0,1,arterial,CBD,clear,6.68,147,59.01,115.6,0.0926,0,0,0,0,moderate
2,0.5,0.86603,4,-0.43388,-0.90097,3,1.0,0.0,0,arterial,residential,fog,16.26,1336,57.72,146.0,0.2963,0,0,0,0,low
9,0.70711,-0.70711,1,0.78183,0.62349,5,0.5,-0.86603,0,arterial,industrial,snow,18.45,419,19.25,92.3,0.9786,0,0,1,0,severe
11,0.25882,-0.96593,2,0.97493,-0.22252,8,-0.86603,-0.5,0,highway,industrial,storm,31.13,1729,53.66,64.6,0.8886,0,0,0,0,high
20,-0.86603,0.5,4,-0.43388,-0.90097,4,0.86603,-0.5,0,local,residential,clear,22.69,601,49.41,109.6,0.7568,0,0,0,0,severe
18,-1.0,-0.0,2,0.97493,-0.22252,11,-0.5,0.86603,0,arterial,suburban,snow,16.47,4057,39.34,118.7,0.9435,0,0,1,0,severe
5,0.96593,0.25882,1,0.78183,0.62349,1,0.5,0.86603,0,highway,industrial,rain,4.55,470,29.52,84.5,0.439,1,0,0,0,moderate
23,-0.25882,0.96593,1,0.78183,0.62349,4,0.86603,-0.5,0,expressway,suburban,rain,21.91,817,99.25,91.9,0.4908,0,1,0,0,moderate
10,0.5,-0.86603,6,-0.78183,0.62349,7,-0.5,-0.86603,1,local,industrial,clear,38.1,498,38.74,156.2,1.0,0,0,0,1,severe
15,-0.70711,-0.70711,1,0.78183,0.62349,8,-0.86603,-0.5,0,expressway,residential,clear,30.3,3363,112.78,149.1,0.8724,0,0,0,0,high
14,-0.5,-0.86603,6,-0.78183,0.62349,12,-0.0,1.0,1,highway,industrial,rain,15.29,202,39.22,150.5,0.7886,0,0,0,0,severe
8,0.86603,-0.5,5,-0.97493,-0.22252,1,0.5,0.86603,1,highway,CBD,fog,5.95,6636,61.94,65.3,1.0,0,1,1,1,severe
15,-0.70711,-0.70711,6,-0.78183,0.62349,9,-1.0,-0.0,1,expressway,CBD,rain,29.98,1677,99.96,86.4,0.4959,0,0,0,0,high
14,-0.5,-0.86603,4,-0.43388,-0.90097,1,0.5,0.86603,0,highway,CBD,storm,2.27,228,20.04,87.8,0.7393,0,0,0,0,severe
1,0.25882,0.96593,1,0.78183,0.62349,5,0.5,-0.86603,0,arterial,industrial,clear,20.86,78,49.28,77.4,0.0,0,0,0,0,low
18,-1.0,-0.0,2,0.97493,-0.22252,11,-0.5,0.86603,0,highway,suburban,clear,14.66,5966,96.33,116.4,0.8807,0,1,0,0,severe
4,0.86603,0.5,0,0.0,1.0,3,1.0,0.0,0,expressway,industrial,clear,12.66,1321,120.22,79.9,0.3181,0,0,0,0,low
10,0.5,-0.86603,6,-0.78183,0.62349,4,0.86603,-0.5,1,highway,CBD,clear,20.17,1695,123.16,91.0,0.581,0,1,0,0,moderate
18,-1.0,-0.0,0,0.0,1.0,2,0.86603,0.5,0,highway,industrial,clear,12.09,6738,105.0,106.0,0.967,0,0,0,0,severe
1,0.25882,0.96593,1,0.78183,0.62349,10,-0.86603,0.5,0,local,residential,rain,26.61,332,34.69,63.9,0.0893,1,0,0,0,low
9,0.70711,-0.70711,4,-0.43388,-0.90097,7,-0.5,-0.86603,0,local,airport,fog,30.83,1171,32.47,141.0,1.0,1,1,0,0,severe
21,-0.70711,0.70711,4,-0.43388,-0.90097,1,0.5,0.86603,0,highway,industrial,clear,12.74,1653,106.77,167.7,0.6746,0,0,0,0,high
5,0.96593,0.25882,5,-0.97493,-0.22252,12,-0.0,1.0,1,arterial,CBD,clear,8.06,0,54.1,77.0,0.104,0,0,0,0,low
14,-0.5,-0.86603,4,-0.43388,-0.90097,7,-0.5,-0.86603,0,arterial,residential,fog,32.31,440,38.17,120.5,0.9465,0,1,1,0,severe
20,-0.86603,0.5,4,-0.43388,-0.90097,12,-0.0,1.0,0,highway,suburban,clear,3.11,3297,98.75,143.9,1.0,0,0,0,0,severe
13,-0.25882,-0.96593,6,-0.78183,0.62349,5,0.5,-0.86603,1,arterial,industrial,snow,20.76,1432,39.42,86.0,0.8208,1,1,0,0,severe
20,-0.86603,0.5,6,-0.78183,0.62349,9,-1.0,-0.0,1,arterial,residential,clear,28.65,687,42.75,95.2,0.5546,1,0,0,0,moderate
18,-1.0,-0.0,2,0.97493,-0.22252,4,0.86603,-0.5,0,expressway,CBD,clear,18.95,9554,102.35,74.2,0.9825,0,0,0,1,severe
23,-0.25882,0.96593,3,0.43388,-0.90097,12,-0.0,1.0,0,local,CBD,storm,6.04,0,8.81,115.8,0.221,0,0,0,0,low
6,1.0,0.0,0,0.0,1.0,4,0.86603,-0.5,0,highway,residential,rain,22.94,3640,71.92,122.4,1.0,0,1,0,0,severe
16,-0.86603,-0.5,0,0.0,1.0,8,-0.86603,-0.5,0,local,industrial,rain,32.31,1204,44.42,76.7,0.9931,0,0,0,0,severe
7,0.96593,-0.25882,4,-0.43388,-0.90097,5,0.5,-0.86603,0,highway,CBD,fog,30.55,6906,73.74,98.3,1.0,0,0,1,0,severe
18,-1.0,-0.0,1,0.78183,0.62349,11,-0.5,0.86603,0,expressway,CBD,rain,17.75,6463,84.78,51.3,1.0,0,1,0,0,severe
12,0.0,-1.0,0,0.0,1.0,2,0.86603,0.5,0,expressway,industrial,clear,10.43,6281,110.64,101.7,1.0,0,0,0,0,severe
16,-0.86603,-0.5,1,0.78183,0.62349,10,-0.86603,0.5,0,highway,CBD,fog,19.69,13530,105.58,71.3,0.9383,0,0,0,1,severe
9,0.70711,-0.70711,5,-0.97493,-0.22252,6,0.0,-1.0,1,highway,suburban,clear,25.85,5275,94.07,119.1,1.0,0,1,0,0,severe
22,-0.5,0.86603,6,-0.78183,0.62349,12,-0.0,1.0,1,arterial,airport,clear,4.62,124,58.99,137.0,0.0946,0,0,0,0,moderate
10,0.5,-0.86603,0,0.0,1.0,7,-0.5,-0.86603,0,arterial,CBD,rain,27.29,2166,46.52,87.9,0.9943,0,0,0,0,severe
15,-0.70711,-0.70711,3,0.43388,-0.90097,11,-0.5,0.86603,0,highway,CBD,clear,11.05,1653,63.42,94.9,0.6699,0,0,0,0,severe
0,0.0,1.0,6,-0.78183,0.62349,10,-0.86603,0.5,1,expressway,industrial,clear,20.95,0,32.44,129.2,0.2397,0,0,0,0,low
15,-0.70711,-0.70711,3,0.43388,-0.90097,10,-0.86603,0.5,0,local,industrial,fog,23.85,871,32.4,68.9,0.9445,0,1,0,0,severe
18,-1.0,-0.0,5,-0.97493,-0.22252,6,0.0,-1.0,1,local,suburban,clear,28.26,1311,33.38,93.0,1.0,0,0,0,0,severe
18,-1.0,-0.0,6,-0.78183,0.62349,11,-0.5,0.86603,1,arterial,residential,clear,17.15,2073,50.8,157.7,0.9606,0,0,0,0,severe
0,0.0,1.0,5,-0.97493,-0.22252,4,0.86603,-0.5,1,highway,airport,clear,24.57,0,94.95,114.1,0.0669,0,0,0,1,low
7,0.96593,-0.25882,0,0.0,1.0,8,-0.86603,-0.5,0,arterial,suburban,rain,25.96,3566,37.81,53.6,1.0,0,1,0,0,severe
18,-1.0,-0.0,6,-0.78183,0.62349,10,-0.86603,0.5,1,local,suburban,clear,18.53,834,35.36,141.9,1.0,0,0,0,0,severe
13,-0.25882,-0.96593,1,0.78183,0.62349,2,0.86603,0.5,0,expressway,airport,clear,10.76,5291,82.63,42.9,0.9596,0,0,0,0,severe
10,0.5,-0.86603,5,-0.97493,-0.22252,2,0.86603,0.5,1,local,CBD,clear,4.96,511,32.16,63.4,0.4646,0,0,0,0,moderate
11,0.25882,-0.96593,6,-0.78183,0.62349,8,-0.86603,-0.5,1,expressway,CBD,clear,35.79,3478,116.92,96.2,0.706,0,0,0,0,moderate
16,-0.86603,-0.5,6,-0.78183,0.62349,6,0.0,-1.0,1,highway,suburban,snow,26.25,3641,53.62,55.2,1.0,0,0,0,0,severe
10,0.5,-0.86603,4,-0.43388,-0.90097,5,0.5,-0.86603,0,local,CBD,snow,20.03,3870,61.06,139.0,0.912,0,1,0,0,severe
9,0.70711,-0.70711,2,0.97493,-0.22252,12,-0.0,1.0,0,local,industrial,snow,8.44,1206,27.91,97.7,0.9684,1,0,0,0,severe
16,-0.86603,-0.5,2,0.97493,-0.22252,2,0.86603,0.5,0,expressway,industrial,fog,15.03,9126,81.58,98.7,0.8926,0,1,0,0,severe
5,0.96593,0.25882,6,-0.78183,0.62349,1,0.5,0.86603,1,highway,residential,storm,8.51,103,100.24,57.3,0.0876,0,0,0,0,low
4,0.86603,0.5,5,-0.97493,-0.22252,11,-0.5,0.86603,1,local,suburban,clear,15.3,337,33.71,127.8,0.1868,0,0,0,0,low
